Produit,NoteP,NoteC,Pays,Commentaire
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,2,Allemagne,Das Wichtigste zuerst: Beim Schreiben großer Datenmengen am Stück sinkt die Schreibrate der SSD auf vollkommen inakzeptable Werte (80MB/s). Da sind Festplatten und sogar USB Sticks deutlich schneller. Daher für meinen Einsatzzweck nicht zu gebrauchen. Zuerst dachte ich es handelt sich um eine Defekte SSD  aber das Problem ist mit mehreren Geräten reproduzierbar  und nach einiger Nachforschung konnte ich auch herausfinden woran das liegt.  Was passiert hier? Die SSD nutzt 4 schichtige Speicherarchiteltur (QLC). Die erste Schicht des Speichers kann mit voller Geschwindigkeit beschrieben werden. Danach muss der Controller beginnen die geschriebenen Daten in die tieferen Speicherschichten umzuordnen. Ab diesem Zeitpunkt bricht die Geschwindigkeit ein. Es handelt sich also nicht um ein Überhitzungsproblem welches durch Kühlung beseitigt werden könnte. Nachdem der Kopiervorgang für eine Weile pausiert wurde  kann ein Teil der Speicherbausteine wieder freigeräumt werden und somit die erste Speicherschicht der restlichen Zellen wieder mit hoher Geschwindigkeit beschrieben werden. Theoretisch kann also immer 1/4 der Restkapazität der SSD mit voller Geschwindigkeit beschrieben werden. In der Praxis ist es deutlich weniger (vermutlich durch Fragmentierung).  Vergleich mit anderen M.2 SSDs: Grundsätzlich nutzen die meisten M.2 SSDs irgendeine art von Caching. Der große Unterschied ist aber wie dieser Cache gemanaged wird und welche Geschwindigkeiten nach dem vollschreiben des Caches noch verfügbar sind. Die WD SN850x  die ich aktuell im Einsatz habe  erreicht mit vollem Cache noch deutlich über 1GB/s. Das ist mehr als 10x so schnell wie die Crucial SSD.  Anwendungsfall für Crucial SSD: Sollte die SSD nur dafür genutzt werden sporadisch kleine Files abzulegen  wird man von der drosselung nichts merken. Hier kann man sich eventuell ein bisschen Geld sparen. Für alle Anwendungsfälle bei denen größere Dateien geschrieben werden (oder wenn geplant ist die Speicherkapazität der SSD auszuschöpfen) ist das Produkt auf keinen Fall zu empfehlen.  Weiterführendes: Computerbild hat viele gängige M.2 SSDs eingängig getestet. Es lohnt sich vor dem Kauf die Testanalyse (insbesondere die Cache Analyse) zu prüfen  um danach keine bösen Überraschungen zu erleben.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,2,Royaume-Uni,Loss of 2 stars for robbing customers of 20gb. Nice drive  great price and delivered within the week. I don't understand why they need 20gb to format a drive. I understand back in the day it was necessary but I think they just like short changing you because they've been getting away with it all these years.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,2,Allemagne,Leider QLC Chips auf der Crucial P3 2TB  danach hatte ich nicht gegoogled  hier in der Beschreibung ist es nicht direkt ausgewiesen  da ist vielleicht S M oder TLC Cache aber sobald der voll ist  ist das Ganze nicht besonders schnell bei hohen Datenmengen  teilweise runter auf 100 MB/s  das ist dann nicht so toll.  Hatte das erste Mal Intel 660p gekauft  da war QLC ganz neu ... das war so furchtbar  dass ich eine neue gekauft habe und dann ist es mir wieder passiert... nochmal QLC gekauft! Autsch.  War jetzt so unzufrieden mit der Leistung  dass das Gerät zurück geschickt wurde  teilweise unter 30 MB/s sustained writes  da ist jede Festplatte schneller!  Aber das sagt ja auch die Beschreibung  die ich lieber genauer gelesen hätte  "für Gelegenheitsspieler" aber da ist sie völlig ausreichend und kein Grund zurückzuschicken  denn der Preis im Angebot war auch OK und die meiste Zeit ist sie ja auch deutlich schneller als eine gewöhnliche SSD.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,2,Canada,Initially  I installed the SSD and it worked flawlessly. However  after a couple of months  I started having issue with the computer freezing. After reintalling the OS and further troubleshooting  my problem was narrowed down to the SSD. I contacted Crucial and initiated the return process  the drive still being under warranty. Crucial insisted that I return the item with the possibility of tracking the package and with insurance (Wow!). I was surprised to learn that I had to pay for the return shipping costs and later  to pay for the customs fees (Canada). At the end of the process  after a waiting time of 3 weeks  I ended up spending almost the same amount that I initially paid for the SSD. If I was aware from the beginning of all the costs involved  I would have disregard the warranty and would have directly bought another SSD. With that said  even though failures are extremely rare for these products  one should consider that he is buying a product without warranty  especially when you are buying from outside the US (Canada); becuase at the end of the replacement process  you spend the equivalent of the cost of another SSD. I have received my replacement drive (not free) and installed it  so far working as expected.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Crucial bagarre le marché 1er prix/1er choix et sur le papier l'offre est plutôt alléchante. 3500mo/s  1to pour 50€ environ Prix d'un no name ou presque Et Crucial = gage de qualité (je suis un grand fan du ssd sata mx500 qui a fait ses preuves en matière de robustesse et de performances)  Mais :  Ssd m2 installé sur le port m2 ultra de la carte mère asrock a320m de mon fils  Testé juste avec l'os : bons scores de vitesse mais un peu en dessous de ce qui est annoncé. Crystal diskmark 3400/3000 Température stable à 33°c dans un boîtier gaming avec un bon airflow  et pas besoin de dissipateur thermique (ça c'est un très bon point) Score userbenchmark 280%  Testé à seulement 50% plein : le comportement du ssd devient instable  un coup à 400mo/s un autre a 900mo/s puis repasse a 3400mo/s Dans certains cas c'est pas terrible  et meme le ssd sata3 Kingston a400 arrive à faire mieux parfois. Score userbenchmark entre 40%!!! Et 200%  Sur ma machine de bureau (même carte mère) un Kingston NV1 SNVS de 2to presque plein est lui toujours aussi stable dans les 1800mo/s ( airflow pas terrible j'ai rajouté un dissipateur thermique et la température reste stable à 34°c)  Je ne reprendrai sans doute pas ce modèle de ssd M2 pour un OS Mais en complément pour un disque gaming... pourquoi pas si vous avez un port M2 qui traine
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,En version 2To le P3 est excellant car il propose bien plus d'espace. Cependant les performances ne sont pas au rendez vous chez moi je suis plus proche des 2600Mo/s que de 3500Mo/s annoncés. Est ce du à mon exemplaire ? C'est possible. L'endurance des puces est aussi moins bonnes que sur le P5 Plus. Est ce un choix ? Surement mais dommage. Pourtant il chauffe moins puisqu'il est en PCI express 3 et non 4. Bref un bon achat s'il est sous les 130€  prix auquel je l'ai acheté. Sinon s'il existe un SSD NVME de marque connue  aux caractéristiques quasi identiques  mais avec une plus grande garantie en écriture et la meme vitesses que le P3 prenez l'autre. Mais le P3 n'est pas mauvais non plus. Juste que j'en attendais plus. Niveau temps avant panne en écriture et en débits plus faible face à son grand frère le P5 Plus. Il suffit pour la majorité des personnes qui veulent de la marque avec 2To de stockage et pour qui le PCIE3 suffit. Bon prix pour 2To.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Non reconnu pour une MacBook Pro mid 2015 Retina. J’ai lu ça dans les commentaires et je confirme. Il faut prendre un P2. J’ai essayé avec un Corsair de 250Go et ça fonctionne donc ce n’est pas l’adaptateur le problème.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,J'ai déplacé un dossier avec 100Go de données du SSD principal à celui-ci en quelques "secondes" (j'ai pas chronométré  j'exagère évidemment  mais j'avais jamais vu aussi rapide. Et j'enchaine avec un dossier avec 120Go de données  et là ralentissement voir arrêt sur un fichier de 20Go (copie d'écran) qui finalement va quand même être copié. Très très bizarre. Je crains déjà le problème   Du coup  je décide de recopier en sens inverse  histoire d'avoir une sauvegarde si le disque plante... Aucun problème  tout s'est bien passé  Aucune explication... à voir
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Il est marqué dans l'annonce que la vitesse peux atteindre les 3500Mo/s mais on se demande dans quelle circonstances  car lorsque j'essaye d'envoyer des fichiers de mon SSD vers Crucial ou que j'essaye de copier des fichiers de Crucial vers une carte micro SD la vitesse ne dépasse jamais les 5Mo/s ce qui est très très loin de la vitesse annoncée. La vitesse indiqué est probablement relative à un déplacement de fichiers de Crucial vers Crucial. Bref  je ne suis pas impressionné par ce Mvme qui ne semble à l'usage pas plus rapide que mes autres cartes SD ou SSD.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Incompatible avec les Macbook Air 2017 A1466  lorsqu'il est installer en interne. Ce dd est par contre reconnu en USB.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,no reconnu par la Bkaouen.........retour !
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Bonjour   Impossible d'insérer le SSD interne 1To dans un boitier SilverStone SST-MS09C. J'ai un autre modèle de boitier  pareil. Il faut poncer les coté du SSD pour le faire rentrer. Donc je le retourne et je commande une autre marque moins rapide mais sûr.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Un bon rapport vitesse/consommation d’énergie pour un vieu portable mais reste fort cher pour un modèle clairement dépassé.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,3,France,Bon ... Alors j'ai acheté deux ssd nvme p3 500gb  le premier est parfait mais le deuxième est vraiment lent  j'ai fais un test pour en avoir le cœur net puis je me suis rendu compte que sa vitesse d'écriture était vraiment horrible  forcément je met longtemps à lancer windows...
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Pour le prix  ça fait le taff ! Je préfère le SN570 de WD qui est mieux en tout point  mais ayant perdu la vis j'ai été contraint à prendre celui-ci.  Avantages : - Prix - Seul NVMe livré avec une vis INCLUSE ! - Garantie 5 ans  Inconvénients : - ce modèle n'est plus en TLC comme avant  c'est de la QLC désormais... j'ai des doutes quand à la longévité du produit  mais dans mon cas il n'y aura que des jeux installés dessus  je vous déconseille ce modèle si c'est pour conserver des données importantes dessus. - une galère à installer ! la vis est vraiment petite... mais une fois installé  RAS.  En gros  si vous avez besoin d'une vis  ce modèle fera le taf. Sinon  prenez le SN570.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,utilisé pour un portable composé d'un i5-1135G7 et 24Go de mémoires ça fonctionne très bien avec windows 11 je ne donne pas de note pour la longévité car je viens de l'installer aujourd'hui sur le portable la température en idle est de 28°c chauffe un peu plus que le ssd en sata qui est dans le portable 21°c mon portable est juste pour une utilisation bureautique et internet bien tenir compte que ce Crucial P3 1To M.2 PCIe Gen3 NVMe est dans le portable depuis le 9/3/2023 je peux revenir plus tard sur mon commentaire plus tard (ce que je ne souhaite pas) en cas de problème
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Fonctionne très bien sur mon ordi avec un adaptateur PCIe.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Dommage pour la perte de stockage 1 8 et non 2 to son prix est cher aussi sinon facile à pose et pas trop de problème pour l installation. Je recommande ce produit si besoin.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Ce SSD format M2 est compatible avec la carte mère Asus H97-Plus année 2014 (mise à jour obligatoire sinon SSD non-reconnu dans le BIOS). Après le montage  clonage de Windows 10 sur le SSD depuis le HDD d'origine  Niveau perfs  y a pas photo ! Le PC de ma conjointe répond au quart de tour et démarrage éclair malgré le bon vieux CPU i5-4590 @ 3.3 GHz et 12 Go de RAM DDR3  Le HDD d'origine de 1 TO a été formaté pour faire une image disque. Tout fonctionne parfaitement et sans broncher  A voir dans la durée et le temps. Sinon  c'est le jour et la nuit  1 étoile en moins pour chute de vitesse lors de la copie de fichiers (cache saturé avec débit chutant vers les 100 Mo/s voire moins)
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Conforme à l'annonce  très rapide  facile à installer (vérifier bien que vous avez le connecteur => carte mère compatrible + 1 connecteur M2 libre). Par contre note de longévité subjective ... un peu tôt pour juger lol
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Un disque de stockage au format nmve de 1to. Tarif très intéressant  installation ultra facile sur la carte mère et reconnu sans soucis par le gestionnaire de disque de windows 11. Allouer le disque dans le gestionnaire de disque  formater et c'est fonctionnel. Débit plus que correct de 3500 Mo/sec.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Clairement pas le plus performant  mais je m'en sers comme deuxième disque pour du stockage  et il est très largement suffisant pour cet usage. En disque système pour les accrocs à la performance ultime  il y a plus rapide  en tout cas sur la fiche technique  mais vraiment beaucoup plus cher. Pas de recul sur l'endurance du bidule  donc très satisfait pour l'instant
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Pas encore installé mais un SSD crucial nvme 1TO a se prix franchement n'hésitez pas si vous devez changer votre SSD SATA ou HDD.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,4,France,Pour un ssd installé en externe  la vitesse d’écriture n’est pas vraiment rapide. A comparer avec d’autre marque. Si non très facile à installer.
Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne - Jusqu’à 3500Mo/s -...,4.7,5,France,Je souhaite partager mon expérience incroyable avec le Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne. Ce SSD a dépassé toutes mes attentes en termes de performances et de fiabilité.  Tout d'abord  parlons de ses vitesses de transfert époustouflantes. Avec des vitesses allant jusqu'à 3500 Mo/s  ce SSD offre des performances exceptionnelles qui améliorent considérablement les temps de chargement et les transferts de données. Que ce soit pour le démarrage rapide de mon système d'exploitation ou l'exécution de tâches gourmandes en ressources  le Crucial P3 ne m'a jamais déçu.  De plus  ce SSD est incroyablement fiable. J'ai utilisé ce SSD dur pendant des semaines sans rencontrer le moindre problème. Il n'y a aucune perte de données  ce qui témoigne de sa qualité de construction et de sa stabilité. Je peux compter sur le Crucial P3 pour stocker mes données les plus précieuses en toute tranquillité d'esprit.  En ce qui concerne l'installation  elle est extrêmement simple. Le format M.2 facilite l'intégration dans mon ordinateur portable  et les instructions claires fournies avec le produit m'ont permis de l'installer en quelques minutes seulement. De plus  grâce à son interface PCIe Gen3 NVMe  j'ai pu exploiter tout son potentiel sans aucun obstacle.  Enfin  je dois souligner le rapport qualité-prix exceptionnel de ce SSD. Pour un prix abordable  j'ai pu obtenir des performances comparables à celles des SSD haut de gamme. Le Crucial P3 offre une excellente valeur pour l'argent investi  ce qui en fait un choix judicieux pour tous ceux qui recherchent un SSD performant à un prix raisonnable.  En conclusion  le Crucial P3 1To M.2 PCIe Gen3 NVMe SSD interne est un produit remarquable. Ses performances impressionnantes  sa fiabilité inégalée et son excellent rapport qualité-prix en font un choix incontournable pour ceux qui recherchent une amélioration significative de leurs capacités de stockage. Je le recommande vivement à tous ceux qui souhaitent donner un coup de fouet à leurs systèmes et bénéficier d'une expérience informatique fluide et rapide.
